reaction,product,Coefficient of reactants,reaction list,Feature,,,,,,,,,,,,,,,,△G,△G_norm
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-7.75,7.91,6.5,-19.79,0.612181958
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-7.38,7.91,6,-19.79,0.612181958
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.78,-6.1,7.94,5.1,-19.56,0.613659728
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-6.1,7.91,5.1,-19.52,0.613916731
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.78,-8.19,7.94,5.49,-19.01,0.617193524
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.78,-7.6,7.94,5.86,-18.99,0.617322025
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-8.19,7.91,5.49,-18.99,0.617322025
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-7.6,7.91,5.86,-18.96,0.617514778
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.191,-1.191,0,-1.588,0,0,0,-1.588,1.191,0,5.559,0,0,-7.78,-7.89,7.94,6.41,-18.67,0.619378052
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.191,-1.191,0,-1.588,0,0,0,-1.588,1.191,0,5.559,0,0,-7.75,-7.89,7.91,6.41,-18.65,0.619506554
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.78,-7.24,7.94,5.55,-18.49,0.620534567
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-7.24,7.91,5.55,-18.46,0.620727319
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.191,-1.191,0,-1.588,0,0,0,-1.588,1.191,0,5.559,0,0,-7.78,-7.58,7.94,5.92,-18.3,0.621755333
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.191,-1.191,0,-1.588,0,0,0,-1.588,1.191,0,5.559,0,0,-7.75,-7.58,7.91,5.92,-18.27,0.621948085
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.78,-8.21,7.94,5.51,-17.78,0.625096376
TP52,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-8.21,7.91,5.51,-17.76,0.625224878
TP53,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.191,-1.191,0,-1.588,0,0,0,-1.588,1.191,0,5.559,0,0,-7.68,-7.75,8.01,6.5,-15.74,0.638203547
TP53,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.191,-1.191,0,-1.588,0,0,0,-1.588,1.191,0,5.559,0,0,-7.68,-7.38,8.01,6,-15.49,0.639809818
TP51,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-7.75,7.94,6.5,-15.14,0.642058597
TP52,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-7.75,7.91,6.5,-15.12,0.642187098
TP51,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-7.38,7.94,6,-14.9,0.643600617
TP52,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-7.38,7.91,6,-14.87,0.643793369
TP51,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-6.1,7.94,5.1,-14.64,0.645271139
TP52,TP63,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-6.1,7.91,5.1,-14.6,0.645528142
TP51,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-8.19,7.94,5.49,-14.09,0.648804934
TP51,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-7.6,7.94,5.86,-14.07,0.648933436
TP52,TP66,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-8.19,7.91,5.49,-14.07,0.648933436
TP52,TP65,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-7.6,7.91,5.86,-14.04,0.649126189
TP51,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.78,-7.89,7.94,6.41,-14.01,0.649318941
TP52,TP62,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-7.89,7.91,6.41,-13.98,0.649511694
TP51,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.78,-7.58,7.94,5.92,-13.63,0.651760473
TP52,TP61,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.75,-7.58,7.91,5.92,-13.6,0.651953225
TP51,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-7.24,7.94,5.55,-13.57,0.652145978
TP52,TP64,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-7.24,7.91,5.55,-13.54,0.65233873
TP51,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-8.21,7.94,5.51,-12.86,0.656707787
TP52,TP69,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-8.21,7.91,5.51,-12.84,0.656836289
TP53,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.68,-7.75,8.01,6.5,-10.82,0.669814958
TP53,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.191,-1.191,0,0,-4.765,0,0,0,1.191,0,7.147,0,0,-7.68,-7.38,8.01,6,-10.82,0.669814958
TP51,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-7.89,7.94,6.41,-9.09,0.680930352
TP52,TP62,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-7.89,7.91,6.41,-9.06,0.681123105
TP51,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.78,-7.58,7.94,5.92,-8.71,0.683371884
TP52,TP61,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.75,-7.58,7.91,5.92,-8.68,0.683564636
TP53,TP67,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.68,-7.75,8.01,6.5,-6.15,0.699820098
TP53,TP68,C14H18O6 + 1O2 = C14H10O4 + 4H2O,1.191,-1.191,-1.191,0,0,0,0,0,1.191,0,4.765,0,0,-7.68,-7.38,8.01,6,-5.91,0.701362118
TP32,TP53,C18H23NO4 + 68/11e- + 79/11H+ + 26/11CO2 = 16/11C14H18O6 + NH4+,1.2,-1.2,0,0,0,-7.418,0,-8.618,1.745,-2.836,0,1.2,0,-7.83,-7.68,7.12,8.01,-85.25,0.191595991
TP32,TP52,C18H23NO4 + 68/11e- + 79/11H+ + 26/11CO2 = 16/11C14H18O6 + NH4+,1.2,-1.2,0,0,0,-7.418,0,-8.618,1.745,-2.836,0,1.2,0,-7.83,-7.75,7.12,7.91,-72.11,0.276021588
TP32,TP51,C18H23NO4 + 68/11e- + 79/11H+ + 26/11CO2 = 16/11C14H18O6 + NH4+,1.2,-1.2,0,0,0,-7.418,0,-8.618,1.745,-2.836,0,1.2,0,-7.83,-7.78,7.12,7.94,-72.07,0.276278592
TP32,TP53,C18H23NO4 + 73/11e- + 62/11H+ + 47/11CO2 = 35/22C14H18O6 + NO3-,1.2,-1.2,0,0,0,-7.964,0,-6.764,1.909,-5.127,0,0,1.2,-7.83,-7.68,7.12,8.01,-70.75,0.284759702
TP32,TP52,C18H23NO4 + 73/11e- + 62/11H+ + 47/11CO2 = 35/22C14H18O6 + NO3-,1.2,-1.2,0,0,0,-7.964,0,-6.764,1.909,-5.127,0,0,1.2,-7.83,-7.75,7.12,7.91,-56.38,0.377088152
TP32,TP51,C18H23NO4 + 73/11e- + 62/11H+ + 47/11CO2 = 35/22C14H18O6 + NO3-,1.2,-1.2,0,0,0,-7.964,0,-6.764,1.909,-5.127,0,0,1.2,-7.83,-7.78,7.12,7.94,-56.33,0.377409406
TP32,TP53,C18H23NO4 + 68/29·O2- + 97/29H+ = 36/29C14H18O6 + 18/29CO2 + NH4+,1.2,-1.2,0,-2.814,0,0,0,-4.014,1.49,0.745,0,1.2,0,-7.83,-7.68,7.12,8.01,-46.64,0.439668466
TP32,TP53,C18H23NO4 + 34/91O2 + H+ = 10/9C14H18O6 + 22/9CO2 + NH4+,1.2,-1.2,-4.533,0,0,0,0,-1.2,1.333,2.933,0,1.2,0,-7.83,-7.68,7.12,8.01,-43.42,0.460357235
TP31,TP53,C17H17O6 + 65/29·O2- + 65/29H+ = 31/29C14H18O6 + 59/29CO2,1.2,-1.2,0,-2.69,0,0,0,-2.69,2.875,2.441,0,0,0,-7.84,-7.68,7.06,8.01,-38.63,0.491133385
TP32,TP72,C18H23NO4 + ·O2- + 67/21CO2 = 89/63C15H13O5 + 146/63H2O + NO3-,1.2,-1.2,0,-1.2,0,0,0,0,1.695,-3.829,2.781,0,1.2,-7.83,#N/A,7.12,#N/A,-35.63,0.510408635
TP32,TP52,C18H23NO4 + 68/29·O2- + 97/29H+ = 36/29C14H18O6 + 18/29CO2 + NH4+,1.2,-1.2,0,-2.814,0,0,0,-4.014,1.49,0.745,0,1.2,0,-7.83,-7.75,7.12,7.91,-35.42,0.511757903
TP32,TP51,C18H23NO4 + 68/29·O2- + 97/29H+ = 36/29C14H18O6 + 18/29CO2 + NH4+,1.2,-1.2,0,-2.814,0,0,0,-4.014,1.49,0.745,0,1.2,0,-7.83,-7.78,7.12,7.94,-35.4,0.511886405
TP32,TP52,C18H23NO4 + 34/91O2 + H+ = 10/9C14H18O6 + 22/9CO2 + NH4+,1.2,-1.2,-4.533,0,0,0,0,-1.2,1.333,2.933,0,1.2,0,-7.83,-7.75,7.12,7.91,-33.37,0.524929324
TP32,TP51,C18H23NO4 + 34/91O2 + H+ = 10/9C14H18O6 + 22/9CO2 + NH4+,1.2,-1.2,-4.533,0,0,0,0,-1.2,1.333,2.933,0,1.2,0,-7.83,-7.78,7.12,7.94,-33.35,0.525057826
TP31,TP52,C17H17O6 + 65/29·O2- + 65/29H+ = 31/29C14H18O6 + 59/29CO2,1.2,-1.2,0,-2.69,0,0,0,-2.69,2.875,2.441,0,0,0,-7.84,-7.75,7.06,7.91,-28.97,0.553199692
TP31,TP51,C17H17O6 + 65/29·O2- + 65/29H+ = 31/29C14H18O6 + 59/29CO2,1.2,-1.2,0,-2.69,0,0,0,-2.69,2.875,2.441,0,0,0,-7.84,-7.78,7.06,7.94,-28.94,0.553392444
TP32,TP53,C18H23NO4 + 73/181O2 = 11/9C14H18O6 + 8/9CO2 + H+ + NO3-,1.2,-1.2,-4.867,0,0,0,0,1.2,1.467,1.067,0,0,1.2,-7.83,-7.68,7.12,8.01,-25.84,0.573310203
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-7.75,7.94,6.5,-24.93,0.579157029
TP51,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-7.75,7.94,6.5,-24.92,0.57922128
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-7.75,7.91,6.5,-24.89,0.579414032
TP52,TP67,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-7.75,7.91,6.5,-24.89,0.579414032
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-7.38,7.94,6,-24.68,0.5807633
TP51,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-7.38,7.94,6,-24.67,0.580827551
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-7.38,7.91,6,-24.64,0.581020303
TP52,TP68,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-7.38,7.91,6,-24.64,0.581020303
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-6.1,7.94,5.1,-24.4,0.582562323
TP51,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-6.1,7.94,5.1,-24.4,0.582562323
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-6.1,7.91,5.1,-24.36,0.582819327
TP52,TP63,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-6.1,7.91,5.1,-24.36,0.582819327
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-8.19,7.94,5.49,-23.86,0.586031868
TP51,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-8.19,7.94,5.49,-23.86,0.586031868
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-7.6,7.94,5.86,-23.84,0.58616037
TP51,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-7.6,7.94,5.86,-23.83,0.586224621
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-8.19,7.91,5.49,-23.82,0.586288872
TP52,TP66,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-8.19,7.91,5.49,-23.82,0.586288872
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-7.6,7.91,5.86,-23.8,0.586417373
TP52,TP65,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-7.6,7.91,5.86,-23.8,0.586417373
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-7.24,7.94,5.55,-23.33,0.589437163
TP51,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-7.24,7.94,5.55,-23.33,0.589437163
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-7.24,7.91,5.55,-23.3,0.589629915
TP52,TP64,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-7.24,7.91,5.55,-23.29,0.589694166
TP32,TP72,C18H23NO4 + 66/13CO2 + H+ = 20/13C15H13O5 + 42/13O2 + NH4+,1.2,-1.2,3.877,0,0,0,0,-1.2,1.846,-6.092,0,1.2,0,-7.83,#N/A,7.12,#N/A,-22.98,0.591685942
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-8.21,7.94,5.51,-22.62,0.593998972
TP51,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-8.21,7.94,5.51,-22.62,0.593998972
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-8.21,7.91,5.51,-22.6,0.594127474
TP52,TP69,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-8.21,7.91,5.51,-22.6,0.594127474
TP31,TP53,C17H17O6 + 13/4·OH = 9/8C14H18O6 + 5/4CO2,1.2,-1.2,0,0,-3.9,0,0,0,1.35,1.5,0,0,0,-7.84,-7.68,7.06,8.01,-20.5,0.607620149
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.78,-7.75,7.94,6.5,-20.21,0.609483423
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.75,-7.75,7.91,6.5,-20.18,0.609676176
TP51,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.78,-7.75,7.94,6.5,-19.97,0.611025443
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.78,-7.38,7.94,6,-19.97,0.611025443
TP51,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.78,-7.38,7.94,6,-19.97,0.611025443
TP52,TP67,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.75,-7.75,7.91,6.5,-19.94,0.611218196
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.75,-7.38,7.91,6,-19.94,0.611218196
TP52,TP68,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.75,-7.38,7.91,6,-19.93,0.611282447
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.78,-6.1,7.94,5.1,-19.71,0.612695965
TP51,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.78,-6.1,7.94,5.1,-19.7,0.612760216
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.75,-6.1,7.91,5.1,-19.67,0.612952968
TP52,TP63,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.75,-6.1,7.91,5.1,-19.67,0.612952968
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.78,-8.19,7.94,5.49,-19.16,0.616229761
TP51,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.78,-8.19,7.94,5.49,-19.15,0.616294012
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.78,-7.6,7.94,5.86,-19.13,0.616422513
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.75,-8.19,7.91,5.49,-19.13,0.616422513
TP51,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.78,-7.6,7.94,5.86,-19.13,0.616422513
TP52,TP66,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.75,-8.19,7.91,5.49,-19.13,0.616422513
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.75,-7.6,7.91,5.86,-19.11,0.616551015
TP52,TP65,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.75,-7.6,7.91,5.86,-19.1,0.616615266
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-7.89,7.94,6.41,-18.94,0.617643279
TP51,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-7.89,7.94,6.41,-18.81,0.61847854
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-7.89,7.91,6.41,-18.8,0.618542791
TP52,TP62,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-7.89,7.91,6.41,-18.79,0.618607042
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.78,-7.24,7.94,5.55,-18.63,0.619635055
TP51,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.78,-7.24,7.94,5.55,-18.62,0.619699306
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.75,-7.24,7.91,5.55,-18.6,0.619827808
TP52,TP64,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.8,0,0,0,1.2,0,7.2,0,0,-7.75,-7.24,7.91,5.55,-18.6,0.619827808
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.78,-7.58,7.94,5.92,-18.44,0.620855821
TP51,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.78,-7.58,7.94,5.92,-18.43,0.620920072
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.601,0,0,-7.75,-7.58,7.91,5.92,-18.41,0.621048574
TP52,TP61,C14H18O6 + 4/3·O2- + 4/3H+ = C14H10O4 + 14/3H2O,1.2,-1.2,0,-1.6,0,0,0,-1.6,1.2,0,5.6,0,0,-7.75,-7.58,7.91,5.92,-18.41,0.621048574
TP51,TP69,C14H18O6 + 4·OH = C14H10O4 + 6H2O,1.2,-1.2,0,0,-4.801,0,0,0,1.2,0,7.201,0,0,-7.78,-8.21,7.94,5.51,-17.92,0.624196865
